,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_l1_ratio,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,split5_test_AUC,split6_test_AUC,split7_test_AUC,split8_test_AUC,split9_test_AUC,split10_test_AUC,split11_test_AUC,split12_test_AUC,split13_test_AUC,split14_test_AUC,split15_test_AUC,split16_test_AUC,split17_test_AUC,split18_test_AUC,split19_test_AUC,split20_test_AUC,split21_test_AUC,split22_test_AUC,split23_test_AUC,split24_test_AUC,split25_test_AUC,split26_test_AUC,split27_test_AUC,split28_test_AUC,split29_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,split5_test_Accuracy,split6_test_Accuracy,split7_test_Accuracy,split8_test_Accuracy,split9_test_Accuracy,split10_test_Accuracy,split11_test_Accuracy,split12_test_Accuracy,split13_test_Accuracy,split14_test_Accuracy,split15_test_Accuracy,split16_test_Accuracy,split17_test_Accuracy,split18_test_Accuracy,split19_test_Accuracy,split20_test_Accuracy,split21_test_Accuracy,split22_test_Accuracy,split23_test_Accuracy,split24_test_Accuracy,split25_test_Accuracy,split26_test_Accuracy,split27_test_Accuracy,split28_test_Accuracy,split29_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_F1-Score,split1_test_F1-Score,split2_test_F1-Score,split3_test_F1-Score,split4_test_F1-Score,split5_test_F1-Score,split6_test_F1-Score,split7_test_F1-Score,split8_test_F1-Score,split9_test_F1-Score,split10_test_F1-Score,split11_test_F1-Score,split12_test_F1-Score,split13_test_F1-Score,split14_test_F1-Score,split15_test_F1-Score,split16_test_F1-Score,split17_test_F1-Score,split18_test_F1-Score,split19_test_F1-Score,split20_test_F1-Score,split21_test_F1-Score,split22_test_F1-Score,split23_test_F1-Score,split24_test_F1-Score,split25_test_F1-Score,split26_test_F1-Score,split27_test_F1-Score,split28_test_F1-Score,split29_test_F1-Score,mean_test_F1-Score,std_test_F1-Score,rank_test_F1-Score,split0_test_MCC,split1_test_MCC,split2_test_MCC,split3_test_MCC,split4_test_MCC,split5_test_MCC,split6_test_MCC,split7_test_MCC,split8_test_MCC,split9_test_MCC,split10_test_MCC,split11_test_MCC,split12_test_MCC,split13_test_MCC,split14_test_MCC,split15_test_MCC,split16_test_MCC,split17_test_MCC,split18_test_MCC,split19_test_MCC,split20_test_MCC,split21_test_MCC,split22_test_MCC,split23_test_MCC,split24_test_MCC,split25_test_MCC,split26_test_MCC,split27_test_MCC,split28_test_MCC,split29_test_MCC,mean_test_MCC,std_test_MCC,rank_test_MCC,split0_test_NPV,split1_test_NPV,split2_test_NPV,split3_test_NPV,split4_test_NPV,split5_test_NPV,split6_test_NPV,split7_test_NPV,split8_test_NPV,split9_test_NPV,split10_test_NPV,split11_test_NPV,split12_test_NPV,split13_test_NPV,split14_test_NPV,split15_test_NPV,split16_test_NPV,split17_test_NPV,split18_test_NPV,split19_test_NPV,split20_test_NPV,split21_test_NPV,split22_test_NPV,split23_test_NPV,split24_test_NPV,split25_test_NPV,split26_test_NPV,split27_test_NPV,split28_test_NPV,split29_test_NPV,mean_test_NPV,std_test_NPV,rank_test_NPV
0,0.022804888089497884,0.002007368404650636,0.007201480865478516,0.0007482629343703053,0.001,0.0,"{'C': 0.001, 'l1_ratio': 0.0}",0.8260765550239235,0.7774222488038277,0.8154434112726069,0.819677033492823,0.7863935406698563,0.8112906623333634,0.7723385167464114,0.851255980861244,0.794529204658301,0.7901913875598086,0.8285885167464115,0.8002768499292828,0.8297547846889952,0.7866327751196172,0.7977189973217779,0.8067284688995215,0.795035885167464,0.8165267370828443,0.8326255980861245,0.7706638755980861,0.8127050043633957,0.804066985645933,0.7901614832535886,0.8205892088712347,0.7716208133971292,0.8243421052631579,0.8200174535824982,0.8064892344497607,0.7773325358851675,0.8279919352411905,0.8054829263338448,0.020604282251645088,25,0.7533875338753387,0.7208672086720868,0.7581521739130435,0.7669376693766937,0.7289972899728997,0.7364130434782609,0.7235772357723578,0.7777777777777778,0.7228260869565217,0.7479674796747967,0.7506775067750677,0.7309782608695652,0.7344173441734417,0.7398373983739838,0.7581521739130435,0.7425474254742548,0.7479674796747967,0.7391304347826086,0.7560975609756098,0.7235772357723578,0.7527173913043478,0.7560975609756098,0.7262872628726287,0.7418478260869565,0.7317073170731707,0.7344173441734417,0.7608695652173914,0.7479674796747967,0.7398373983739838,0.7418478260869565,0.7431294430697928,0.013983581175810082,62,0.8123711340206186,0.781316348195329,0.8141962421711899,0.8223140495867769,0.7933884297520662,0.7940552016985138,0.7926829268292684,0.8284518828451882,0.7838983050847457,0.8008565310492505,0.816,0.7906976744186046,0.7932489451476792,0.8048780487804879,0.8118393234672304,0.8065173116089612,0.8033826638477801,0.7974683544303797,0.8140495867768595,0.7866108786610878,0.809224318658281,0.809322033898305,0.7882599580712788,0.8073022312373225,0.7975460122699386,0.794979079497908,0.8135593220338985,0.8033826638477801,0.8024691358024691,0.8016701461377872,0.8025312913275663,0.011253248446873294,25,0.5122979380779891,0.4290951330579375,0.5169821278322189,0.5427009971418694,0.4548471067171107,0.46275194782772416,0.44895802736249385,0.5615114304962715,0.43287034295270077,0.4873328230882481,0.5247485543472138,0.4515689083506056,0.4607356672342292,0.48776162950883056,0.512484362263004,0.49310612158093864,0.49050834412398514,0.47039710402735674,0.5175998855919383,0.4384797115644241,0.5030364480945195,0.5080469574137498,0.4440636658902784,0.4928261827937178,0.46540443487056404,0.46308605535079356,0.5179061092492124,0.49050834412398514,0.4817038983597122,0.47975132097463435,0.4847690526756085,0.03250444049371479,62,0.8709677419354839,0.7663551401869159,0.8571428571428571,0.8936170212765957,0.8191489361702128,0.7924528301886793,0.8372093023255814,0.89,0.7714285714285715,0.8018018018018018,0.9358974358974359,0.7884615384615384,0.7980769230769231,0.872093023255814,0.8365384615384616,0.8735632183908046,0.819047619047619,0.8058252427184466,0.8723404255319149,0.79,0.84,0.8301886792452831,0.7920792079207921,0.8809523809523809,0.8426966292134831,0.81,0.8380952380952381,0.819047619047619,0.8478260869565217,0.826530612244898,0.8339794848017291,0.03933697469413781,1
1,0.016837000846862793,0.003397643361081486,0.006734975179036458,0.0005732596483251364,0.001,0.1,"{'C': 0.001, 'l1_ratio': 0.1}",0.5,0.5,0.5,0.5,0.5,0.5,0.7215909090909092,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7256429425837322,0.5,0.5,0.5,0.5,0.5,0.5149077950558214,0.05578231437973564,67,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5669087035073248,0.0007255474906130621,65,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7236011745915614,0.0005908352164298504,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
2,0.014370020230611165,0.0024700872397653444,0.0074014425277709964,0.0008001249778399872,0.001,0.2,"{'C': 0.001, 'l1_ratio': 0.2}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,69,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5669087035073248,0.0007255474906130621,65,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7236011745915614,0.0005908352164298504,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
3,0.012169369061787923,0.002130878820343999,0.0068681637446085615,0.0008055615904704011,0.001,0.3,"{'C': 0.001, 'l1_ratio': 0.3}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,69,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5669087035073248,0.0007255474906130621,65,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7236011745915614,0.0005908352164298504,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
4,0.011502663294474283,0.0017080504005355587,0.007068077723185222,0.0008921852987547714,0.001,0.4,"{'C': 0.001, 'l1_ratio': 0.4}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,69,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5669087035073248,0.0007255474906130621,65,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7236011745915614,0.0005908352164298504,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
5,0.011502631505330404,0.0012586630331435109,0.007101591428120931,0.000472690415755713,0.001,0.5,"{'C': 0.001, 'l1_ratio': 0.5}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,69,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5669087035073248,0.0007255474906130621,65,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7236011745915614,0.0005908352164298504,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
6,0.011169219017028808,0.0015295670069671546,0.0073348601659139,0.0006498208323303354,0.001,0.6,"{'C': 0.001, 'l1_ratio': 0.6}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,69,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5669087035073248,0.0007255474906130621,65,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7236011745915614,0.0005908352164298504,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
7,0.010735718409220378,0.0008921432419451403,0.007201600074768067,0.0006533398760059814,0.001,0.7,"{'C': 0.001, 'l1_ratio': 0.7}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,69,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5669087035073248,0.0007255474906130621,65,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7236011745915614,0.0005908352164298504,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
8,0.011269323031107585,0.0015044323445257651,0.007401426633199056,0.0005538812984409598,0.001,0.8,"{'C': 0.001, 'l1_ratio': 0.8}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,69,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5669087035073248,0.0007255474906130621,65,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7236011745915614,0.0005908352164298504,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
9,0.010902317365010579,0.0018141034443936149,0.00713499387105306,0.0006700673846351014,0.001,0.9,"{'C': 0.001, 'l1_ratio': 0.9}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,69,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5663956639566395,0.5663956639566395,0.5679347826086957,0.5669087035073248,0.0007255474906130621,65,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7231833910034602,0.7231833910034602,0.7244367417677643,0.7236011745915614,0.0005908352164298504,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
