,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_gamma,param_C,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_F1-Score,split1_test_F1-Score,split2_test_F1-Score,split3_test_F1-Score,mean_test_F1-Score,std_test_F1-Score,rank_test_F1-Score,split0_test_MCC,split1_test_MCC,split2_test_MCC,split3_test_MCC,mean_test_MCC,std_test_MCC,rank_test_MCC,split0_test_NPV,split1_test_NPV,split2_test_NPV,split3_test_NPV,mean_test_NPV,std_test_NPV,rank_test_NPV
91,0.026505887508392334,0.002873079607233567,0.05426222085952759,0.011101722350388378,sigmoid,1.0,10.0,"{'kernel': 'sigmoid', 'gamma': 1.0, 'C': 10.0}",0.5359291799787007,0.4635556858460145,0.4828674121405751,0.48723449617567893,0.4923966935352423,0.026666161075217697,138,0.566003616636528,0.5678119349005425,0.566003616636528,0.5678119349005425,0.5669077757685352,0.000904159132007254,40,0.7228637413394919,0.7243367935409457,0.7228637413394919,0.7243367935409457,0.7236002674402189,0.0007365261007268864,36,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,43
92,0.027505815029144287,0.0011182462766827397,0.09977281093597412,0.0004328437102015379,rbf,10.0,10.0,"{'kernel': 'rbf', 'gamma': 10.0, 'C': 10.0}",0.518796592119276,0.5360845348186446,0.5373269435569755,0.5218532633318231,0.5285153334566798,0.008273064627897465,78,0.566003616636528,0.566003616636528,0.566003616636528,0.566003616636528,0.566003616636528,0.0,129,0.7228637413394919,0.7228637413394918,0.7228637413394919,0.7228637413394918,0.7228637413394918,7.850462293418876e-17,126,0.0,-0.03713338903449446,0.0,-0.03713338903449446,-0.01856669451724723,0.01856669451724723,129,0.0,0.0,0.0,0.0,0.0,0.0,43
93,0.017254233360290527,0.0008290961523916676,0.03325730562210083,0.0017857368810731313,sigmoid,10.0,10.0,"{'kernel': 'sigmoid', 'gamma': 10.0, 'C': 10.0}",0.49597310969116076,0.502092050209205,0.4969249201277956,0.49581589958158995,0.49770149490243787,0.002570157068884929,128,0.566003616636528,0.5678119349005425,0.566003616636528,0.5678119349005425,0.5669077757685352,0.000904159132007254,40,0.7228637413394919,0.7243367935409457,0.7228637413394919,0.7243367935409457,0.7236002674402189,0.0007365261007268864,36,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,43
94,0.044509947299957275,0.0018032897341508094,0.13653063774108887,0.0033550672844769903,rbf,100.0,10.0,"{'kernel': 'rbf', 'gamma': 100.0, 'C': 10.0}",0.4979166666666667,0.4984076433121019,0.4979166666666667,0.4984076433121019,0.49816215498938426,0.00024548832271761856,114,0.566003616636528,0.566003616636528,0.566003616636528,0.566003616636528,0.566003616636528,0.0,129,0.7228637413394919,0.7228637413394918,0.7228637413394919,0.7228637413394918,0.7228637413394918,7.850462293418876e-17,126,0.0,-0.03713338903449446,0.0,-0.03713338903449446,-0.01856669451724723,0.01856669451724723,129,0.0,0.0,0.0,0.0,0.0,0.0,43
95,0.018504083156585693,0.0018031574469466603,0.03575819730758667,0.0033452646999978853,sigmoid,100.0,10.0,"{'kernel': 'sigmoid', 'gamma': 100.0, 'C': 10.0}",0.5,0.5,0.5,0.5,0.5,0.0,86,0.566003616636528,0.5678119349005425,0.566003616636528,0.5678119349005425,0.5669077757685352,0.000904159132007254,40,0.7228637413394919,0.7243367935409457,0.7228637413394919,0.7243367935409457,0.7236002674402189,0.0007365261007268864,36,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,43
96,0.04525989294052124,0.0022781433594596385,0.13828134536743164,0.0035628900049617363,rbf,1000.0,10.0,"{'kernel': 'rbf', 'gamma': 1000.0, 'C': 10.0}",0.4979166666666667,0.4984076433121019,0.4979166666666667,0.4984076433121019,0.49816215498938426,0.00024548832271761856,114,0.566003616636528,0.566003616636528,0.566003616636528,0.5678119349005425,0.5664556962025317,0.0007830247773819697,125,0.7228637413394919,0.7228637413394918,0.7228637413394919,0.7243367935409457,0.7232320043898552,0.000637850313779796,121,0.0,-0.03713338903449446,0.0,0.0,-0.009283347258623615,0.016079229116241357,125,0.0,0.0,0.0,0.0,0.0,0.0,43
97,0.01700383424758911,0.0007073927732074207,0.031506896018981934,0.0005003215302618705,sigmoid,1000.0,10.0,"{'kernel': 'sigmoid', 'gamma': 1000.0, 'C': 10.0}",0.5,0.5,0.5,0.5,0.5,0.0,86,0.566003616636528,0.5678119349005425,0.566003616636528,0.5678119349005425,0.5669077757685352,0.000904159132007254,40,0.7228637413394919,0.7243367935409457,0.7228637413394919,0.7243367935409457,0.7236002674402189,0.0007365261007268864,36,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,43
98,0.045509934425354004,0.0015001297612820762,0.14853382110595703,0.00550086932894266,rbf,10000.0,10.0,"{'kernel': 'rbf', 'gamma': 10000.0, 'C': 10.0}",0.4979166666666667,0.4984076433121019,0.5,0.5,0.49908107749469216,0.0009351742239051595,107,0.566003616636528,0.5678119349005425,0.566003616636528,0.5678119349005425,0.5669077757685352,0.000904159132007254,40,0.7228637413394919,0.7243367935409457,0.7228637413394919,0.7243367935409457,0.7236002674402189,0.0007365261007268864,36,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,43
99,0.01625370979309082,0.0004330501867269022,0.031256675720214844,0.0008293477063165615,sigmoid,10000.0,10.0,"{'kernel': 'sigmoid', 'gamma': 10000.0, 'C': 10.0}",0.5,0.5,0.5,0.5,0.5,0.0,86,0.566003616636528,0.5678119349005425,0.566003616636528,0.5678119349005425,0.5669077757685352,0.000904159132007254,40,0.7228637413394919,0.7243367935409457,0.7228637413394919,0.7243367935409457,0.7236002674402189,0.0007365261007268864,36,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,43
100,0.0195046067237854,0.001500229053674723,0.08977001905441284,0.004437896870761686,rbf,1e-05,100.0,"{'kernel': 'rbf', 'gamma': 1e-05, 'C': 100.0}",0.8146698615548456,0.7997228366601816,0.8131256656017039,0.8015483836580232,0.8072666868686885,0.0066847455973503105,20,0.7504520795660036,0.7703435804701627,0.7757685352622061,0.7540687160940326,0.7626582278481012,0.010650288417169746,20,0.8,0.8167388167388167,0.8233618233618234,0.8,0.81002516002516,0.010294992016563916,18,0.4904673118869167,0.532957021473879,0.5497867507706622,0.49522818338624064,0.5171098168794246,0.025037695873405794,19,0.7897727272727273,0.8218390804597702,0.8536585365853658,0.7754010695187166,0.810167853459145,0.030217327381015204,7
